37	+	32	+	30	=
50	-	29	+	46	=
28	+	62	-	31	=
28	+	38	+	3	=
47	+	28	-	29	=
49	-	42	+	83	=
97	-	9	-	80	=
21	+	41	+	32	=
44	+	47	-	60	=
47	-	20	+	57	=
42	-	23	-	3	=
66	+	16	-	16	=
58	-	54	+	72	=
27	+	55	-	74	=
62	+	12	+	18	=
3	+	50	-	46	=
23	+	8	+	35	=
2	+	96	-	97	=
26	+	74	-	8	=
91	-	90	+	1	=
37	+	41	-	46	=
53	+	42	-	87	=
2	+	42	+	25	=
24	+	43	+	23	=
66	-	7	-	40	=
87	-	24	+	3	=
98	-	3	-	46	=
3	+	60	-	14	=
16	+	56	-	14	=
53	-	36	+	20	=
12	+	88	-	16	=
31	+	18	-	46	=
34	-	5	+	52	=
14	+	2	+	79	=
82	-	75	+	88	=
69	+	21	-	58	=
62	+	11	+	7	=
91	-	80	+	54	=
63	-	30	+	61	=
39	+	13	+	23	=
26	-	5	+	10	=
81	+	15	-	43	=
56	+	13	+	28	=
22	+	34	+	42	=
46	-	10	+	36	=
37	+	31	-	42	=
82	-	53	+	26	=
97	-	34	-	14	=
28	+	28	-	35	=
79	-	77	+	66	=
44	+	34	-	75	=
32	+	38	+	27	=
80	-	65	-	15	=
20	+	66	-	13	=
34	+	26	-	53	=
21	-	15	+	7	=
5	+	84	-	54	=
46	-	4	-	28	=
89	-	60	+	57	=
100	-	93	+	27	=
58	+	23	-	22	=
15	+	12	-	20	=
2	+	84	-	63	=
65	-	4	+	27	=
49	-	23	+	62	=
92	-	57	-	21	=
22	+	69	-	89	=
20	+	28	+	35	=
34	+	37	-	42	=
53	+	9	-	1	=
83	-	58	+	54	=
63	-	12	-	3	=
30	-	29	+	66	=
56	+	31	+	11	=
98	-	75	-	2	=
92	+	8	-	85	=
63	+	36	-	84	=
29	-	5	+	8	=
97	-	68	+	34	=
45	+	13	-	15	=
11	+	30	-	34	=
44	+	12	+	3	=
21	+	32	+	45	=
26	+	39	-	16	=
61	-	32	+	35	=
95	-	13	-	33	=
15	-	5	+	47	=
3	+	22	-	24	=
76	-	37	+	42	=
98	-	72	+	58	=
25	+	20	+	38	=
49	+	22	+	5	=
61	-	16	+	30	=
55	+	33	-	3	=
46	-	16	+	19	=
87	-	4	-	78	=
92	+	4	-	76	=
65	+	3	+	11	=
73	-	44	+	56	=
83	-	22	-	5	=
81	+	4	-	11	=
78	-	53	+	74	=
22	+	27	-	49	=
78	-	7	-	31	=
37	+	27	+	10	=
43	-	42	+	53	=
50	-	9	-	32	=
4	+	41	+	49	=
70	+	16	-	86	=
2	+	72	-	17	=
34	+	41	-	2	=
98	-	63	-	21	=
93	-	21	-	9	=
95	-	14	+	13	=
13	+	31	+	2	=
34	+	65	-	88	=
84	-	49	-	31	=
99	-	36	+	7	=
56	-	41	+	17	=
59	+	36	-	5	=
84	-	61	+	33	=
13	+	59	-	17	=
70	+	1	-	30	=
98	-	29	-	49	=
23	+	12	+	22	=
61	+	16	-	28	=
79	+	18	-	14	=
44	+	55	-	82	=
82	-	22	-	19	=
31	-	4	+	64	=
41	+	30	-	57	=
85	+	9	-	82	=
25	-	9	+	2	=
71	+	8	+	20	=
26	+	16	+	12	=
18	+	55	-	45	=
24	+	65	+	4	=
27	+	14	+	14	=
63	-	49	-	7	=
1	+	70	-	66	=
65	+	25	-	6	=
38	+	46	-	37	=
22	+	31	-	41	=
96	-	20	-	69	=
33	-	16	+	48	=
49	+	24	+	23	=
85	-	70	+	69	=
51	-	48	+	25	=
16	+	69	-	69	=
77	-	10	-	16	=
4	+	85	-	45	=
62	-	56	+	70	=
11	+	7	+	38	=
10	-	3	+	14	=
70	+	2	+	17	=
24	+	18	-	10	=
4	+	71	-	59	=
86	-	37	+	31	=
80	-	53	+	56	=
14	+	72	+	11	=
7	+	23	+	28	=
46	+	13	+	13	=
28	+	66	-	62	=
75	-	21	-	52	=
75	-	25	+	49	=
33	+	39	-	68	=
61	-	59	+	7	=
60	-	10	+	17	=
82	-	27	-	24	=
49	+	20	+	2	=
41	+	39	-	57	=
23	-	7	+	27	=
50	-	11	-	14	=
100	-	81	+	77	=
3	+	20	+	45	=
40	+	54	-	94	=
86	+	6	-	61	=
24	+	4	-	13	=
64	-	9	-	10	=
92	-	7	+	14	=
31	+	40	-	28	=
70	+	26	-	6	=
77	-	29	+	41	=
81	-	80	+	16	=
28	-	27	+	57	=
34	+	63	-	79	=
45	+	37	-	79	=
97	-	6	-	56	=
14	+	64	-	15	=
17	+	55	-	20	=
87	-	76	+	77	=
19	+	25	-	5	=
1	+	82	-	46	=
66	-	19	-	11	=
95	-	15	-	19	=
35	-	6	-	29	=
69	+	14	-	61	=
35	+	54	-	73	=
44	-	5	+	46	=
58	+	35	-	51	=
99	-	82	+	43	=
12	-	11	+	81	=
8	+	39	+	1	=
82	-	51	+	50	=
34	+	17	-	13	=
5	+	20	+	45	=
79	-	13	-	26	=
5	+	90	-	46	=
47	-	29	+	38	=
71	-	1	+	11	=
62	+	25	-	30	=
71	-	53	-	15	=
57	+	28	-	49	=
49	-	2	-	40	=
29	+	24	-	32	=
17	+	78	-	33	=
32	-	6	+	68	=
87	-	37	-	2	=
1	+	75	+	4	=
45	+	11	-	26	=
87	-	9	-	54	=
58	-	22	-	11	=
17	+	15	+	4	=
97	-	80	-	9	=
58	-	56	+	62	=
43	-	20	+	37	=
17	+	6	+	53	=
38	-	16	-	9	=
43	+	50	-	76	=
66	-	33	-	15	=
100	-	10	-	26	=
10	+	45	+	37	=
36	+	33	-	65	=
20	+	15	-	14	=
21	-	14	+	58	=
99	-	59	+	15	=
33	+	44	-	64	=
39	+	34	-	61	=
37	-	28	+	45	=
54	+	44	-	6	=
15	+	2	+	65	=
1	+	60	-	44	=
59	-	18	+	6	=
23	+	44	-	14	=
19	-	9	+	36	=
60	+	32	-	24	=
15	+	27	+	24	=
66	+	16	-	75	=
31	+	1	-	12	=
23	+	49	-	59	=
32	+	9	-	25	=
77	-	37	-	3	=
51	-	19	+	44	=
92	-	11	-	74	=
86	-	52	+	53	=
55	-	17	-	1	=
7	+	82	-	81	=
39	-	24	+	14	=
52	-	36	+	22	=
7	+	46	-	46	=
86	-	59	-	3	=
73	-	39	-	16	=
69	+	17	-	9	=
59	-	21	+	4	=
68	-	68	+	88	=
86	+	4	-	56	=
87	-	59	+	28	=
41	+	56	-	56	=
87	-	85	+	44	=
19	-	5	+	45	=
65	-	3	-	17	=
9	+	18	+	52	=
96	-	96	+	81	=
60	-	6	-	19	=
37	-	6	-	6	=
2	+	37	-	11	=
46	-	16	-	7	=
93	-	18	-	25	=
15	+	31	-	11	=
81	-	25	-	7	=
32	-	12	-	17	=
23	-	8	+	59	=
66	-	6	-	24	=
22	+	67	-	27	=
83	-	82	+	46	=
84	-	35	-	30	=
59	-	20	+	59	=
14	+	80	-	21	=
33	+	0	+	44	=
63	-	49	+	68	=
54	+	10	+	15	=
47	+	47	-	5	=
5	-	5	+	56	=
4	+	47	+	42	=
77	-	27	-	46	=
10	+	74	-	67	=
5	+	42	+	48	=
5	+	17	+	2	=
92	-	76	+	17	=
37	+	37	+	21	=
57	-	46	+	52	=
41	+	57	-	63	=
74	-	44	+	21	=
68	-	13	+	39	=
2	+	66	-	26	=
39	+	48	-	4	=
60	-	26	+	65	=
52	-	43	+	15	=
6	+	70	-	58	=
81	-	36	+	20	=
25	+	65	-	64	=
49	+	19	+	24	=
88	-	52	-	7	=
41	+	28	-	62	=
92	-	53	+	40	=
9	+	73	-	32	=
90	-	53	+	3	=
70	-	11	+	32	=
5	+	25	+	22	=
11	-	8	+	75	=
76	-	31	+	43	=
92	-	9	-	68	=
8	+	1	+	50	=
74	-	71	+	20	=
31	-	30	+	98	=
21	+	11	+	28	=
60	-	41	+	10	=
16	+	42	-	20	=
77	-	77	+	49	=
92	-	91	+	62	=
80	-	39	-	18	=
84	-	52	+	5	=
62	+	11	-	50	=
30	+	3	+	1	=
98	-	57	+	54	=
79	-	32	+	44	=
98	-	62	+	48	=
93	-	76	+	11	=
76	-	49	+	42	=
61	-	24	-	17	=
43	-	17	-	18	=
31	+	17	-	1	=
97	-	16	-	24	=
93	-	34	+	37	=
61	-	7	-	51	=
18	+	59	-	34	=
94	-	66	+	4	=
82	-	71	+	76	=
93	+	4	-	23	=
24	+	16	-	29	=
63	-	52	+	53	=
8	+	34	+	13	=
84	-	13	-	31	=
27	-	9	+	6	=
22	+	52	-	56	=
38	-	28	+	12	=
34	-	4	+	17	=
40	+	57	-	32	=
12	-	3	+	50	=
13	+	40	-	52	=
83	-	46	+	6	=
68	+	24	-	48	=
72	-	37	+	2	=
89	-	0	-	11	=
51	-	36	+	47	=
37	-	11	-	17	=
76	-	55	+	28	=
36	+	52	-	64	=
14	+	67	-	57	=
81	-	80	+	26	=
36	+	9	+	15	=
77	-	54	+	44	=
54	+	26	+	5	=
87	-	26	-	16	=
30	+	5	-	34	=
90	-	36	+	11	=
35	+	20	+	17	=
64	-	10	-	34	=
62	-	48	+	42	=
65	-	22	+	40	=
14	+	76	+	2	=
65	+	19	+	7	=
10	+	56	-	40	=
53	-	18	+	62	=
68	+	18	-	42	=
5	+	45	+	30	=
55	-	26	+	17	=
68	-	55	+	71	=
29	+	41	-	15	=
41	+	7	-	44	=
49	+	32	-	31	=
38	-	20	+	12	=
51	-	48	+	38	=
33	-	5	+	12	=
34	+	65	+	0	=
71	-	31	-	21	=
80	+	2	-	70	=
24	+	76	-	88	=
24	+	12	+	7	=
28	+	52	-	43	=
2	+	89	-	43	=
80	-	51	+	44	=
21	-	15	+	14	=
22	+	31	-	6	=
50	+	26	-	13	=
59	-	58	+	57	=
35	-	4	+	52	=
24	+	21	+	22	=
14	+	75	-	54	=
27	+	26	+	14	=
23	+	19	-	38	=
53	+	33	-	14	=
2	-	1	+	58	=
51	-	8	-	29	=
21	+	12	+	53	=
64	+	24	-	29	=
73	+	12	-	75	=
11	+	32	-	20	=
56	-	40	+	28	=
77	-	64	+	58	=
55	-	13	-	16	=
25	-	6	-	19	=
10	+	38	-	30	=
28	+	61	-	16	=
9	+	34	-	15	=
25	+	64	-	85	=
20	+	0	+	34	=
29	+	66	-	53	=
100	-	81	+	8	=
10	-	4	+	67	=
6	+	37	-	16	=
93	-	82	+	61	=
93	+	5	-	63	=
10	+	10	-	12	=
68	-	1	+	10	=
12	+	4	-	11	=
18	+	73	-	12	=
7	+	67	+	6	=
24	+	49	+	21	=
81	-	45	+	4	=
8	+	17	+	14	=
26	+	0	-	12	=
31	+	21	+	31	=
7	+	88	-	1	=
52	-	18	-	12	=
66	+	18	+	9	=
26	-	22	-	0	=
29	+	37	+	11	=
87	-	76	+	7	=
2	+	4	+	1	=
33	-	21	-	4	=
62	+	1	-	22	=
32	-	1	+	67	=
40	+	17	-	1	=
92	-	68	-	7	=
96	-	85	+	19	=
80	-	15	-	58	=
87	-	34	+	28	=
1	+	78	-	67	=
47	+	39	-	75	=
11	+	39	+	0	=
35	+	27	-	14	=
21	-	0	+	64	=
32	+	66	-	26	=
86	-	62	+	46	=
68	-	10	-	40	=
19	+	0	+	55	=
18	+	13	+	7	=
11	+	66	-	54	=
76	+	2	-	40	=
100	-	86	+	84	=
94	-	2	-	72	=
80	+	11	-	36	=
46	+	17	-	14	=
21	-	8	-	5	=
62	-	14	+	52	=
8	+	69	-	2	=
53	-	8	+	19	=
77	-	45	+	57	=
88	-	79	+	34	=
3	+	74	-	46	=
38	+	28	-	17	=
63	+	23	-	45	=
63	-	22	-	28	=
4	+	5	+	0	=
54	-	5	+	43	=
36	-	12	+	41	=
24	+	64	-	12	=
73	-	73	+	93	=
18	+	42	-	9	=
97	-	89	+	9	=
90	-	48	+	10	=
89	-	36	-	19	=
25	-	12	+	6	=
40	-	36	+	4	=
69	-	61	+	62	=
50	+	29	+	2	=
40	-	34	+	55	=
52	-	24	+	37	=
44	-	3	+	35	=
4	+	78	-	79	=
69	-	41	-	23	=
89	-	69	+	72	=
94	-	59	+	61	=
27	+	53	-	59	=
48	-	11	+	11	=
67	-	4	-	39	=
36	+	57	+	2	=
40	+	46	+	1	=
93	-	51	-	20	=
51	-	2	-	34	=
13	+	76	-	15	=
28	+	1	+	53	=
14	+	48	+	23	=
37	-	1	+	4	=
34	+	3	+	57	=
47	+	39	-	80	=
64	-	53	+	54	=
62	+	24	-	62	=
94	-	65	-	17	=
90	-	1	-	74	=
40	-	9	+	31	=
92	-	29	-	8	=
6	+	73	+	20	=
41	+	36	-	77	=
84	-	14	-	4	=
11	+	41	+	19	=
37	+	32	-	38	=
4	+	92	-	23	=
41	+	39	+	1	=
85	-	27	-	47	=
92	-	30	+	3	=
38	-	2	-	31	=
60	+	24	-	47	=
25	+	21	+	7	=
88	-	38	+	30	=
48	+	52	-	27	=
19	+	30	-	0	=
18	+	59	+	3	=
26	-	16	+	37	=
95	-	24	-	1	=
98	-	39	+	13	=
68	-	58	+	34	=
12	+	76	-	4	=
79	-	51	+	66	=
63	-	13	-	39	=
11	+	28	-	13	=
28	+	63	-	24	=
32	+	22	-	54	=
36	+	34	-	8	=
39	+	3	+	25	=
93	-	24	-	25	=
43	+	9	-	49	=
31	-	21	+	41	=
100	-	41	+	7	=
7	+	45	-	16	=
71	-	60	+	66	=
40	+	52	-	47	=
14	+	75	-	74	=
72	-	1	+	2	=
53	-	13	+	50	=
8	+	79	-	72	=
22	+	25	+	53	=
60	-	12	-	10	=
3	+	86	-	53	=
5	+	16	-	0	=
98	-	98	-	0	=
55	+	6	-	2	=
55	+	19	+	9	=
37	+	4	-	8	=
96	-	58	+	42	=
55	+	38	-	12	=
26	+	49	-	61	=
95	-	5	-	81	=
52	+	32	-	59	=
100	-	24	-	52	=
61	+	31	-	27	=
86	+	9	-	74	=
65	+	35	-	49	=
38	+	46	+	5	=
63	-	9	-	39	=
53	+	26	-	31	=
23	+	25	-	23	=
27	+	58	-	18	=
67	-	55	+	21	=
67	-	10	-	48	=
81	-	44	-	18	=
82	-	51	+	58	=
100	-	60	+	31	=
9	+	65	-	36	=
90	-	13	+	21	=
63	-	46	+	5	=
26	-	25	+	24	=
42	-	8	-	22	=
38	-	34	+	91	=
79	-	43	-	35	=
38	+	32	-	51	=
37	-	20	+	74	=
43	+	39	+	9	=
27	+	63	-	57	=
69	-	12	+	32	=
97	-	74	+	1	=
78	-	51	+	61	=
11	+	28	+	7	=
80	+	12	-	57	=
74	-	37	-	25	=
95	-	47	-	2	=
57	+	13	+	18	=
94	-	9	-	42	=
88	-	1	-	29	=
51	+	11	+	24	=
82	+	10	-	63	=
4	+	62	+	29	=
67	+	15	-	26	=
90	-	32	-	58	=
12	+	54	+	21	=
99	-	55	+	48	=
62	-	9	+	36	=
98	-	54	+	51	=
70	+	9	-	32	=
46	-	38	+	88	=
24	-	10	-	2	=
44	+	55	-	74	=
13	+	34	+	11	=
44	-	44	+	40	=
31	+	16	+	19	=
35	+	39	-	47	=
3	+	19	+	49	=
25	+	5	+	54	=
65	+	34	-	78	=
18	+	59	-	5	=
